 ISBN            Amazon         WWU            Profit         ROI            
9780132612265   $107.39         $139.00         $-41.88         -134.02      


9781285061412   $108.97         $141.00         $-42.46         -134.06      


9780133091076   $107.48         $139.00         $-41.97         -134.07      


9781457604935   $34.88          $43.25          $-17.25         -134.10      


9780226807409   $14.97          $17.00          $-10.46         -134.12      


9780813348711   $22.00          $26.25          $-12.87         -134.15      


9780812994520   $16.50          $19.00          $-10.99         -134.16      


9780133545005   $135.00         $175.00         $-51.49         -134.18      


9780132992916   $151.56         $196.75         $-57.18         -134.19      


9780321861276   $25.06          $30.25          $-13.92         -134.20      


9780133058352   $138.12         $179.00         $-52.61         -134.21      


9780521663878   $19.95          $23.50          $-12.19         -134.25      


9781285055350   $123.98         $160.00         $-47.97         -134.37      


9780521700412   $20.00          $23.50          $-12.24         -134.39      


9780470974094   $61.38          $77.75          $-26.50         -134.43      


9780870710940   $14.00          $15.50          $-10.24         -134.74      


9780199730599   $27.99          $33.75          $-15.10         -134.76      


9781444330625   $39.99          $49.25          $-19.36         -134.94      


9780078023026   $129.14         $164.75         $-50.75         -135.13      


9780133460629   $126.60         $161.25         $-49.97         -135.21      


9781604732597   $19.74          $22.75          $-12.35         -135.25      


9781416611493   $16.31          $18.25          $-11.17         -135.39      


9780133074673   $134.94         $171.50         $-53.18         -135.41      


9780199372409   $16.76          $18.75          $-11.38         -135.59      


9780300209419   $15.45          $17.00          $-10.94         -135.75      


9781438428062   $17.98          $20.25          $-11.84         -135.75      


9781462513543   $23.25          $27.00          $-13.74         -135.79      


9780520271999   $23.29          $27.00          $-13.78         -135.89      


9780895828729   $26.42          $31.00          $-14.91         -135.91      


9781405112291   $27.99          $33.00          $-15.48         -135.93      


9780199844869   $22.22          $25.50          $-13.46         -136.13      


9780132853354   $47.18          $57.25          $-22.55         -136.26      


9781285763880   $122.38         $153.00         $-49.87         -136.31      


9780887274565   $30.96          $36.50          $-16.70         -136.37      


9780470627617   $85.00          $105.25         $-36.36         -136.38      


9781284036695   $63.83          $78.25          $-28.69         -136.43      


9780891083511   $55.00          $67.00          $-25.49         -136.45      


9780745643267   $12.94          $13.50          $-10.18         -136.56      


9780132689724   $36.99          $44.00          $-18.98         -136.58      


9781412998666   $34.25          $40.50          $-17.99         -136.61      


9781558618374   $14.55          $15.50          $-10.79         -136.68      


9781568365206   $21.07          $23.75          $-13.19         -136.69      


9780132991308   $133.90         $166.50         $-54.64         -136.73      


9781421405742   $18.32          $20.25          $-12.19         -136.73      


9780815344544   $85.12          $104.75         $-36.74         -136.75      


9781107658172   $19.96          $22.25          $-12.83         -136.89      


9780415336116   $29.10          $33.75          $-16.22         -136.94      


9781605351155   $71.92          $87.75          $-32.04         -136.95      


9780199559466   $28.53          $33.00          $-16.02         -136.99      


9781452217819   $45.24          $54.00          $-22.23         -137.05      


9780736079662   $55.00          $66.25          $-25.87         -137.08      


9781442225541   $34.56          $40.50          $-18.30         -137.12      


9780415619349   $30.21          $35.00          $-16.70         -137.16      


9781452225463   $70.00          $85.00          $-31.49         -137.17      


9780132655972   $89.97          $110.00         $-38.96         -137.22      


9780195396003   $33.48          $39.00          $-17.97         -137.31      


9781133606499   $75.19          $91.25          $-33.55         -137.34      


9780889712263   $11.96          $12.00          $-9.95          -137.37      


9780813346687   $34.12          $39.75          $-18.24         -137.38      


9780415521086   $25.00          $28.25          $-14.87         -137.51      


9780123870025   $40.21          $47.25          $-20.58         -137.52      


9781441995025   $40.21          $47.25          $-20.58         -137.52      


9781429242288   $117.09         $143.25         $-49.46         -137.55      


9781551111476   $15.83          $16.75          $-11.45         -137.61      


9780205962556   $78.26          $94.25          $-35.13         -137.85      


9780719066894   $18.74          $20.25          $-12.60         -137.90      


9780078093203   $99.94          $121.00         $-43.43         -137.95      


9781285068909   $95.92          $116.00         $-41.91         -137.95      


9780133577396   $86.46          $104.25         $-38.32         -137.96      


9780137075461   $102.99         $124.75         $-44.60         -137.97      


9781559638326   $24.22          $27.00          $-14.71         -138.00      


9780812220643   $15.96          $16.75          $-11.58         -138.02      


9780763766177   $44.00          $51.50          $-22.24         -138.03      


9781847692689   $24.29          $27.00          $-14.78         -138.15      


9781879960855   $12.77          $12.75          $-10.38         -138.16      


9780857028884   $35.21          $40.50          $-18.95         -138.16      


9780521893077   $59.68          $70.75          $-28.30         -138.17      


9780132991285   $26.55          $29.75          $-15.67         -138.23      


9781452240886   $19.88          $21.50          $-13.12         -138.25      


9780325009803   $20.92          $22.75          $-13.54         -138.32      


9781892784353   $18.95          $20.25          $-12.81         -138.47      


9780674058255   $18.97          $20.25          $-12.84         -138.52      


9780878934072   $65.43          $77.00          $-30.92         -138.79      


9780893285609   $20.30          $21.75          $-13.42         -138.80      


9781606238769   $34.00          $38.50          $-18.74         -138.83      


9781118315071   $21.83          $23.50          $-14.07         -139.04      


9780199350841   $52.54          $60.75          $-26.16         -139.21      


9781551114927   $27.47          $30.25          $-16.34         -139.24      


9780393921953   $49.76          $57.25          $-25.13         -139.32      


9780078035487   $126.23         $150.00         $-55.22         -139.34      


9781446258156   $40.00          $45.25          $-21.37         -139.50      


9780736093408   $52.28          $60.00          $-26.27         -139.59      


9780801487088   $25.00          $27.00          $-15.49         -139.67      


9780736066792   $64.99          $75.25          $-31.35         -139.67      


9781452243092   $59.62          $68.75          $-29.24         -139.69      


9780521007559   $29.99          $33.00          $-17.48         -139.70      


9780132907118   $97.00          $113.75         $-44.11         -139.73      


9780415568685   $50.00          $56.75          $-25.62         -140.05      


9781598744460   $23.99          $25.50          $-15.23         -140.17      


9780691159638   $15.67          $15.50          $-11.91         -140.28      


9780521155724   $19.65          $20.25          $-13.52         -140.29      


9781107648234   $30.97          $33.75          $-18.09         -140.32      


9782707146519   $17.39          $17.50          $-12.63         -140.41      


9781405193184   $24.76          $26.25          $-15.63         -140.47      


9781452235288   $42.41          $47.25          $-22.78         -140.48      


9781618570765   $69.99          $80.00          $-33.98         -140.54      


9780824817176   $20.45          $21.00          $-13.94         -140.71      


9781452226743   $66.55          $75.50          $-32.79         -140.83      


9780072945485   $80.50          $92.00          $-38.49         -140.83      


9781285053837   $127.05         $146.75         $-57.66         -140.96      


9780323072007   $58.25          $65.50          $-29.49         -140.97      


9780205253234   $69.98          $79.25          $-34.35         -141.04      


9780205442065   $58.16          $65.25          $-29.53         -141.09      


9780205962549   $57.60          $64.50          $-29.34         -141.16      


9780137027415   $71.75          $81.00          $-35.24         -141.26      


9781429238601   $88.43          $100.50         $-42.17         -141.31      


9781107612549   $19.00          $19.00          $-13.49         -141.32      


9780470657157   $32.87          $35.00          $-19.36         -141.70      


9780139380938   $123.61         $140.75         $-57.22         -141.72      


9780393926378   $62.14          $69.00          $-31.63         -141.80      


9780826106025   $60.22          $66.75          $-30.83         -141.81      


9781118156322   $144.80         $164.75         $-66.42         -141.96      


9780199997275   $31.99          $33.75          $-19.10         -142.01      


9780521536028   $23.24          $23.50          $-15.48         -142.20      


9780205327447   $63.89          $70.25          $-32.75         -142.38      


9780520254060   $21.61          $21.50          $-14.85         -142.42      


9781284074611   $54.06          $58.75          $-28.68         -142.52      


9781575242545   $29.99          $31.00          $-18.48         -142.64      


9780323188197   $67.83          $74.25          $-34.69         -142.75      


9781604069228   $49.16          $52.75          $-26.78         -142.87      


9780820328072   $18.38          $17.50          $-13.62         -143.05      


9780520280069   $15.97          $14.75          $-12.59         -143.06      


9780521298759   $53.47          $57.25          $-28.84         -143.24      


9781118717080   $22.02          $21.50          $-15.26         -143.33      


9780226462271   $18.50          $17.50          $-13.74         -143.35      


9780615281230   $31.10          $31.75          $-19.22         -143.39      


9780137035106   $37.99          $39.50          $-22.23         -143.45      


9780199797073   $28.80          $29.00          $-18.29         -143.61      


9781500811822   $9.09           $6.75           $-9.71          -143.69      


9781405159944   $23.99          $23.50          $-16.23         -143.75      


9781412999533   $50.00          $52.75          $-27.62         -143.76      


9780133382136   $43.63          $45.50          $-24.87         -143.85      


9780132658591   $100.00         $108.75         $-49.61         -143.87      


9780870239656   $19.88          $18.75          $-14.49         -144.01      


9780131192447   $111.83         $120.75         $-55.44         -144.43      


9780470596227   $79.99          $84.50          $-41.73         -144.94      


9780199925728   $58.43          $60.75          $-32.05         -144.95      


9780292706804   $18.78          $17.00          $-14.27         -145.15      


9781259288937   $108.34         $115.25         $-54.71         -145.15      


9780816529452   $24.95          $23.75          $-17.06         -145.18      


9780807752692   $22.49          $21.00          $-15.98         -145.28      


9780736084154   $62.51          $64.75          $-34.13         -145.32      


9780872638549   $95.00          $100.00         $-48.99         -145.46      


9780199929382   $21.90          $20.25          $-15.77         -145.48      


9780889227880   $18.72          $16.75          $-14.34         -145.55      


9780736058032   $63.09          $64.75          $-34.71         -145.79      


9781412999304   $31.97          $31.00          $-20.46         -145.80      


9780321637734   $46.97          $47.25          $-27.34         -145.81      


9780774821148   $25.79          $24.25          $-17.66         -145.89      


9780226551203   $19.14          $17.00          $-14.63         -146.00      


9780615599793   $9.66           $6.75           $-10.28         -146.04      


9780123820303   $65.96          $67.50          $-36.20         -146.05      


9781464139826   $89.94          $93.25          $-47.30         -146.11      


9781611631357   $21.15          $19.00          $-15.64         -146.34      


9780813348490   $23.55          $21.50          $-16.79         -146.48      


9780325050843   $18.45          $16.00          $-14.44         -146.57      


9780521598613   $21.27          $19.00          $-15.76         -146.60      


9780898716290   $56.64          $56.75          $-32.26         -146.62      


9780240811840   $33.30          $31.75          $-21.42         -146.73      


9781936523030   $44.63          $43.75          $-26.75         -146.80      


9780759121751   $32.27          $30.50          $-21.01         -146.94      


9780387886978   $41.95          $40.50          $-25.69         -147.24      


9780415206464   $31.80          $29.75          $-20.92         -147.29      


9780078027000   $96.94          $98.00          $-51.93         -147.50      


9781285084169   $124.86         $127.25         $-65.23         -147.52      


9780199336777   $21.56          $18.75          $-16.17         -147.69      


9781412988995   $34.02          $31.75          $-22.14         -147.74      


9780132907088   $32.61          $30.25          $-21.48         -147.77      


9780199325351   $29.80          $27.00          $-20.29         -148.24      


9780133760033   $164.00         $165.75         $-85.12         -148.29      


9780700616763   $19.95          $16.75          $-15.56         -148.35      


9781461476177   $46.18          $43.75          $-28.30         -148.45      


9780765623829   $33.17          $30.25          $-22.04         -148.56      


9780073523538   $136.94         $136.25         $-72.81         -148.83      


9780521103671   $33.38          $30.25          $-22.25         -148.85      


9780073380704   $142.93         $142.25         $-75.80         -148.87      


9781444331158   $28.41          $25.00          $-19.90         -149.10      


9780813215068   $23.81          $20.25          $-17.67         -149.23      


9780393938777   $44.49          $41.00          $-27.98         -149.48      


9780292743922   $20.74          $17.00          $-16.23         -149.49      


9781285858227   $109.13         $106.25         $-59.99         -149.51      


9780415491891   $34.64          $31.00          $-23.13         -149.55      


9780521139687   $27.23          $23.50          $-19.47         -149.58      


9780199261086   $51.81          $48.00          $-31.80         -149.84      


9781285173221   $119.50         $114.50         $-66.24         -150.41      


9781118170519   $159.89         $154.50         $-86.63         -150.43      


9781604266122   $45.00          $40.50          $-28.74         -150.52      


9780573662447   $10.91          $6.75           $-11.53         -150.57      


9780134053240   $45.70          $40.75          $-29.32         -150.97      


9780759110953   $26.86          $22.25          $-19.73         -151.00      


9781433104916   $31.00          $26.25          $-21.87         -151.09      


9781305105423   $200.69         $191.00         $-109.18        -151.39      


9781285077192   $84.42          $77.50          $-49.66         -151.66      


9780199859085   $48.46          $42.50          $-31.20         -151.88      


9781483359496   $71.23          $64.25          $-43.10         -151.99      


9781416404347   $83.00          $75.50          $-49.24         -152.02      


9780205484850   $61.84          $55.00          $-38.33         -152.16      


9780963872821   $22.48          $16.75          $-18.10         -153.29      


9781462508167   $24.93          $19.00          $-19.42         -153.35      


9780078025181   $94.74          $84.00          $-56.73         -153.42      


9781405170505   $78.40          $68.75          $-48.02         -153.43      


9781419709821   $44.93          $37.25          $-30.30         -153.77      


9781420089042   $89.85          $78.25          $-54.71         -154.05      


9781107602526   $30.37          $23.50          $-22.61         -154.19      


9781575242965   $34.50          $27.25          $-24.87         -154.23      


9780199390489   $73.43          $62.75          $-46.05         -154.32      


9780815344322   $130.00         $114.00         $-76.99         -154.48      


9780133356816   $152.69         $134.25         $-89.56         -154.61      


9780820474151   $29.73          $22.25          $-22.60         -155.17      


9780325057309   $49.36          $39.75          $-33.48         -155.27      


9780988561304   $34.86          $26.75          $-25.48         -155.30      


9781575241982   $68.87          $57.00          $-44.36         -155.41      


9780393123593   $58.07          $47.00          $-38.56         -155.70      


9781937561246   $22.56          $15.50          $-18.80         -155.78      


9780415495974   $44.62          $35.00          $-31.11         -155.79      


9780325028392   $33.33          $25.00          $-24.82         -155.81      


9780820317809   $24.11          $16.75          $-19.73         -156.00      


9780321839763   $160.00         $136.25         $-95.87         -156.02      


9780199685523   $39.93          $30.50          $-28.67         -156.19      


9781577667827   $33.35          $24.25          $-25.22         -156.84      


9780137071418   $42.78          $32.25          $-30.65         -156.99      


9780821421208   $31.36          $22.25          $-24.23         -157.24      


9780520276536   $32.97          $23.50          $-25.21         -157.41      


9781285118758   $125.00         $101.50         $-78.24         -157.56      


9781285114750   $126.58         $101.50         $-79.82         -158.08      


9780970804211   $24.97          $16.25          $-20.84         -158.17      


9780963872814   $32.16          $22.25          $-25.03         -158.19      


9781285088112   $105.15         $83.00          $-67.64         -158.32      


9780077676407   $98.29          $77.25          $-63.66         -158.33      


9780975272480   $22.02          $13.50          $-19.26         -158.71      


9780713689310   $30.41          $20.25          $-24.28         -158.97      


9781444122435   $43.93          $30.25          $-32.80         -160.11      


9781464113086   $95.96          $71.75          $-64.07         -160.12      


9781618530745   $80.00          $59.00          $-54.49         -160.13      


9781439895610   $73.94          $54.00          $-50.93         -160.23      


9780205794553   $133.07         $99.50          $-87.31         -160.79      


9780190235239   $27.56          $16.75          $-23.17         -160.81      


9781621590064   $57.89          $39.50          $-42.13         -161.64      


9781259224195   $235.02         $175.00         $-151.51        -161.72      


9781259278600   $281.22         $209.00         $-180.71        -161.96      


9781464185168   $101.43         $71.75          $-69.55         -162.18      


9781441928399   $69.37          $47.25          $-49.74         -162.36      


9781558763371   $28.90          $16.75          $-24.52         -162.40      


9780199846276   $144.03         $103.25         $-96.40         -162.43      


9781934000137   $41.66          $25.75          $-32.78         -163.06      


9789027212085   $146.03         $100.50         $-99.77         -163.84      


9780415545396   $58.50          $37.00          $-43.99         -164.01      


9780970804228   $29.95          $16.25          $-25.81         -164.30      


9781452270401   $141.40         $75.50          $-107.64        -171.29      


9781606352113   $32.52          $10.25          $-31.39         -175.03      


9780823228683   $47.84          $17.00          $-43.33         -175.90      


9781940235776   $180.06         $79.25          $-144.43        -176.30      


9781465223487   $135.26         $47.25          $-115.63        -180.17      


9780896087965   $49.82          $12.75          $-47.44         -180.74      


9781433111150   $100.00         $28.25          $-89.87         -182.58      


9781599090429   $124.00         $32.00          $-111.99        -184.38      


9781897071335   $163.90         $18.25          $-158.77        -192.19      
